Title,URL,Sub
Computer Security and Systems Management Specialization,https://www.coursera.org/specializations/computer-security-systems-management,Security
Business English for Non-Native Speakers Specialization,https://www.coursera.org/specializations/business-english-speakers,Business Essentials
Cloud Computing Law Specialization,https://www.coursera.org/specializations/cloud-computing-law,Law
"Project Management: Tools, Approaches, Behavioural Skills  Specialization",https://www.coursera.org/specializations/project-management-tools-approaches-skills,Leadership and Management
Optical Engineering Specialization,https://www.coursera.org/specializations/optical-engineering,Electrical Engineering
Android App Development Specialization,https://www.coursera.org/specializations/android-app-development,Mobile and Web Development
Introduction to Public Relations and the Media Specialization,https://www.coursera.org/specializations/introduction-to-public-relations-and-the-media,Marketing
Cloud-Native Development with OpenShift and Kubernetes Specialization,https://www.coursera.org/specializations/cloud-native-development-openshift-kubernetes,Cloud Computing
Developing Your Musicianship Specialization,https://www.coursera.org/specializations/musicianship-specialization,Music and Art
Innovation: From Creativity to Entrepreneurship Specialization,https://www.coursera.org/specializations/innovation-creativity-entrepreneurship,Leadership and Management
C++ Programming for Unreal Game Development Specialization,https://www.coursera.org/specializations/cplusplusunrealgamedevelopment,Software Development
Mathematics for Engineers Specialization,https://www.coursera.org/specializations/mathematics-engineers,Math and Logic
Marketing Mix Implementation Specialization,https://www.coursera.org/specializations/marketing-mix,Marketing
TensorFlow: Data and Deployment Specialization,https://www.coursera.org/specializations/tensorflow-data-and-deployment,Machine Learning
Content Strategy for Professionals Specialization,https://www.coursera.org/specializations/content-strategy,Marketing
Digital Marketing Strategy and Planning Specialization,https://www.coursera.org/specializations/digital-marketing-strategy-planning,Marketing
Organizational Change and Culture for Adopting Google Cloud Specialization,https://www.coursera.org/specializations/organizational-change-and-culture-for-adopting-google-cloud,Cloud Computing
Foundations of Global Health Specialization,https://www.coursera.org/specializations/global-health,Public Health
Essentials of Corporate Finance Specialization,https://www.coursera.org/specializations/learn-finance,Finance
Python for Cybersecurity Specialization,https://www.coursera.org/specializations/pythonforcybersecurity,Security
Object Oriented Java Programming: Data Structures and Beyond Specialization,https://www.coursera.org/specializations/java-object-oriented,Software Development
Integrative Nursing Specialization,https://www.coursera.org/specializations/integrative-nursing,Patient Care
Accounting Data Analytics Specialization,https://www.coursera.org/specializations/accounting-data-analytics,Data Analysis
Habilidades Gerenciales  Specialization,https://www.coursera.org/specializations/habilidades,Personal Development
Become a Journalist: Report the News! Specialization,https://www.coursera.org/specializations/become-a-journalist,Music and Art
Introduction to Electricity and Magnetism Specialization,https://www.coursera.org/specializations/introduction-to-electricity-magnetism,Physics and Astronomy
Modern Big Data Analysis with SQL Specialization,https://www.coursera.org/specializations/cloudera-big-data-analysis-sql,Data Analysis
Clinical Data Science Specialization,https://www.coursera.org/specializations/clinical-data-science,Data Analysis
Diseño y Gestión de Proyectos de Desarrollo Specialization,https://www.coursera.org/specializations/especializacion-en-diseno-y-gestion-de-proyectos-de-desarrollo,Governance and Society
Memoir and Personal Essay: Write About Yourself Specialization,https://www.coursera.org/specializations/memoir-personal-essay,Music and Art
Improving Leadership & Governance in Nonprofit Organizations Specialization,https://www.coursera.org/specializations/nonprofit,Leadership and Management
Game Design and Development with Unity 2020 Specialization,https://www.coursera.org/specializations/game-design-and-development,Software Development
Health Information Literacy for Data Analytics Specialization,https://www.coursera.org/specializations/healthcare-information-literacy-data-analytics,Health Informatics
Systems Biology and Biotechnology Specialization,https://www.coursera.org/specializations/systems-biology,Biology
TensorFlow 2 for Deep Learning Specialization,https://www.coursera.org/specializations/tensorflow2-deeplearning,Machine Learning
Digital Transformation in Financial Services Specialization,https://www.coursera.org/specializations/digital-transformation-financial-services,Business Strategy
Digital Transformation Using AI/ML with Google Cloud Specialization,https://www.coursera.org/specializations/digital-transformation-using-ai-ml-with-google-cloud,Cloud Computing
Data Science with Databricks for Data Analysts Specialization,https://www.coursera.org/specializations/data-science-with-databricks-for-data-analysts,Data Analysis
Healthcare Marketplace Specialization,https://www.coursera.org/specializations/healthcare-marketplace,Healthcare Management
Online Learning  Design for Educators Specialization,https://www.coursera.org/specializations/online-learning-design-educators,Education
